,BEGIN,END,PERIOD_EUR,SITE,fact,KWH,Consum_moy
15550,2018-01-08,2018-08-31,"378,18",0258BB,235,2923,12.438297872340426
15551,2018-01-09,2018-09-30,"363,28",0258BB,264,2793,10.579545454545455
15552,2018-01-10,2018-10-31,"373,26",0258BB,294,2873,9.772108843537415
15553,2018-01-11,2018-11-30,"360,56",0258BB,323,2773,8.58513931888545
15554,2018-01-12,2018-12-31,"394,34",0258BB,353,3042,8.61756373937677
15555,2019-01-01,2019-01-31,"377,89",0258BB,30,3057,101.9
15556,2019-01-02,2019-02-28,"322,03",0258BB,57,2592,45.473684210526315
15557,2019-01-03,2019-03-31,"358,79",0258BB,87,2894,33.264367816091955
15558,2019-01-04,2019-04-30,"316,85",0258BB,116,2547,21.95689655172414
15559,2019-01-05,2019-05-31,"322,08",0258BB,146,2590,17.73972602739726
15560,2019-01-06,2019-06-30,"339,31",0258BB,175,2727,15.582857142857144
15561,2019-01-07,2019-07-31,"349,54",0258BB,205,2817,13.741463414634147
15562,2019-01-08,2019-08-31,"351,88",0258BB,235,2834,12.059574468085106
15563,2019-01-09,2019-09-30,"338,77",0258BB,264,2727,10.329545454545455
15564,2019-01-10,2019-10-31,"348,62",0258BB,294,2812,9.564625850340136
15565,2019-01-11,2019-11-30,"332,56",0258BB,323,2678,8.291021671826625
15566,2019-01-12,2019-12-31,"344,77",0258BB,353,2782,7.881019830028329
15567,2020-01-01,2020-01-31,"411,89",0258BB,30,2806,93.53333333333333
15568,2020-01-02,2020-02-29,"376,43",0258BB,58,2546,43.89655172413793
15569,2020-01-03,2020-03-31,"397,90",0258BB,88,2675,30.397727272727273
15570,2020-01-04,2020-04-30,"385,31",0258BB,117,2595,22.17948717948718
15571,2020-01-05,2020-05-31,"396,21",0258BB,147,2672,18.17687074829932
15572,2020-01-06,2020-06-30,"390,18",0258BB,176,2635,14.971590909090908
15573,2020-01-07,2020-07-31,"407,29",0258BB,206,2760,13.398058252427184
15574,2020-01-08,2020-08-31,"413,47",0258BB,236,2811,11.911016949152541
15575,2020-01-09,2020-09-30,"396,71",0258BB,265,2694,10.166037735849057
15576,2020-01-10,2020-10-31,"406,79",0258BB,295,2766,9.376271186440677
15577,2020-01-11,2020-11-30,"368,07",0258BB,324,2655,8.194444444444445
15578,2018-01-01,2018-01-31,"303,27",0258BR,30,2726,90.86666666666666
15579,2018-01-02,2018-02-28,"280,55",0258BR,57,2513,44.08771929824562
15580,2018-01-03,2018-03-31,"311,18",0258BR,87,2804,32.229885057471265
15581,2018-01-04,2018-04-30,"306,86",0258BR,116,2770,23.879310344827587
15582,2018-01-05,2018-05-31,"323,47",0258BR,146,2929,20.061643835616437
15583,2018-01-06,2018-06-30,"316,86",0258BR,175,2868,16.388571428571428
15584,2018-01-07,2018-07-31,"334,61",0258BR,205,3005,14.658536585365853
15585,2018-01-08,2018-08-31,"346,84",0258BR,235,3105,13.212765957446809
15586,2018-01-09,2018-09-30,"323,64",0258BR,264,2865,10.852272727272727
15587,2018-01-10,2018-10-31,"327,86",0258BR,294,2904,9.877551020408163
15588,2018-01-11,2018-11-30,"324,86",0258BR,323,2983,9.235294117647058
15589,2018-01-12,2018-12-31,"350,04",0258BR,353,3224,9.13314447592068
15590,2019-01-01,2019-01-31,"342,08",0258BR,30,3229,107.63333333333334
15591,2019-01-02,2019-02-28,"311,11",0258BR,57,2925,51.31578947368421
15592,2019-01-03,2019-03-31,"343,09",0258BR,87,3239,37.229885057471265
15593,2019-01-04,2019-04-30,"331,58",0258BR,116,3126,26.948275862068964
15594,2019-01-05,2019-05-31,"343,70",0258BR,146,3245,22.226027397260275
15595,2019-01-06,2019-06-30,"344,74",0258BR,175,3255,18.6
15596,2019-01-07,2019-07-31,"349,20",0258BR,205,3299,16.09268292682927
15597,2019-01-08,2019-08-31,"353,50",0258BR,235,3341,14.217021276595744
15598,2019-01-09,2019-09-30,"333,72",0258BR,264,3147,11.920454545454545
15599,2019-01-10,2019-10-31,"344,32",0258BR,294,3251,11.0578231292517
15600,2019-01-11,2019-11-30,"324,15",0258BR,323,3053,9.452012383900929
15601,2019-01-12,2019-12-31,"291,46",0258BR,353,2732,7.739376770538244
15602,2020-01-01,2020-01-31,"344,69",0258BR,30,2710,90.33333333333333
15603,2020-01-02,2020-02-29,"327,20",0258BR,58,2567,44.258620689655174
15604,2020-01-03,2020-03-31,"346,05",0258BR,88,2735,31.079545454545453
15605,2020-01-04,2020-04-30,"341,31",0258BR,117,2696,23.042735042735043
15606,2020-01-05,2020-05-31,"357,86",0258BR,147,2832,19.26530612244898
15607,2020-01-06,2020-06-30,"356,40",0258BR,176,2820,16.022727272727273
15608,2020-01-07,2020-07-31,"374,16",0258BR,206,2966,14.398058252427184
15609,2020-01-08,2020-08-31,"383,66",0258BR,236,3044,12.898305084745763
15610,2020-01-09,2020-09-30,"368,93",0258BR,265,2923,11.030188679245283
15611,2020-01-10,2020-10-31,"377,21",0258BR,295,2991,10.138983050847457
15612,2020-01-11,2020-11-30,"349,39",0258BR,324,2871,8.86111111111111
15613,2018-01-01,2018-01-31,"161,67",0258KO,30,1292,43.06666666666667
15614,2018-01-02,2018-02-28,"156,24",0258KO,57,1247,21.87719298245614
15615,2018-01-03,2018-03-31,"163,47",0258KO,87,1307,15.022988505747126
15616,2018-01-04,2018-04-30,"150,58",0258KO,116,1200,10.344827586206897
15617,2018-01-05,2018-05-31,"156,48",0258KO,146,1249,8.554794520547945
15618,2018-01-06,2018-06-30,"152,63",0258KO,175,1217,6.954285714285715
15619,2018-01-07,2018-07-31,"159,10",0258KO,205,1270,6.195121951219512
15620,2018-01-08,2018-08-31,"161,76",0258KO,235,1292,5.497872340425532
15621,2018-01-09,2018-09-30,"152,58",0258KO,264,1208,4.575757575757576
15622,2018-01-10,2018-10-31,"155,61",0258KO,294,1233,4.1938775510204085
15623,2018-01-11,2018-11-30,"153,55",0258KO,323,1216,3.764705882352941
15624,2018-01-12,2018-12-31,"162,41",0258KO,353,1289,3.651558073654391
15625,2019-01-01,2019-01-31,"187,40",0258KO,30,1357,45.233333333333334
15626,2019-01-02,2019-02-28,"160,67",0258KO,57,1157,20.29824561403509
15627,2019-01-03,2019-03-31,"171,90",0258KO,87,1241,14.264367816091953
15628,2019-01-04,2019-04-30,"164,81",0258KO,116,1188,10.241379310344827
15629,2019-01-05,2019-05-31,"170,43",0258KO,146,1230,8.424657534246576
15630,2019-01-06,2019-06-30,"234,56",0258KO,175,1710,9.771428571428572
15631,2019-01-07,2019-07-31,"251,53",0258KO,205,1837,8.960975609756098
15632,2019-01-08,2019-08-31,"256,61",0258KO,235,1875,7.9787234042553195
15633,2019-01-09,2019-09-30,"246,59",0258KO,264,1800,6.818181818181818
15634,2019-01-10,2019-10-31,"253,67",0258KO,294,1853,6.302721088435374
15635,2019-01-11,2019-11-30,"243,78",0258KO,323,1779,5.507739938080495
15636,2019-01-12,2019-12-31,"249,93",0258KO,353,1825,5.169971671388102
15637,2020-01-01,2020-01-31,"248,05",0258KO,30,1821,60.7
15638,2020-01-02,2020-02-29,"232,41",0258KO,58,1703,29.362068965517242
15639,2020-01-03,2020-03-31,"249,37",0258KO,88,1831,20.806818181818183
15640,2020-01-04,2020-04-30,"242,88",0258KO,117,1782,15.23076923076923
15641,2020-01-05,2020-05-31,"251,09",0258KO,147,1844,12.54421768707483
15642,2020-01-06,2020-06-30,"245,26",0258KO,176,1800,10.227272727272727
15643,2020-01-07,2020-07-31,"253,74",0258KO,206,1864,9.048543689320388
15644,2020-01-08,2020-08-31,"253,87",0258KO,236,1865,7.9025423728813555
15645,2020-01-09,2020-09-30,"243,41",0258KO,265,1786,6.739622641509434
15646,2020-01-10,2020-10-31,"246,99",0258KO,295,1813,6.145762711864407
15647,2020-01-11,2020-11-30,"226,66",0258KO,324,1711,5.280864197530864
15648,2018-01-01,2018-01-31,"350,19",0259BB,30,2708,90.26666666666667
15649,2018-01-02,2018-02-28,"319,73",0259BB,57,2468,43.29824561403509
15650,2018-01-03,2018-03-31,"352,30",0259BB,87,2722,31.28735632183908
15651,2018-01-04,2018-04-30,"375,98",0259BB,116,2896,24.96551724137931
15652,2018-01-05,2018-05-31,"410,49",0259BB,146,3168,21.698630136986303
15653,2018-01-06,2018-06-30,"407,19",0259BB,175,3144,17.965714285714284
15654,2018-01-07,2018-07-31,"426,70",0259BB,205,3294,16.068292682926828
15655,2018-01-08,2018-08-31,"429,41",0259BB,235,3319,14.12340425531915
15656,2018-01-09,2018-09-30,"391,31",0259BB,264,3000,11.363636363636363
15657,2018-01-10,2018-10-31,"381,27",0259BB,294,2924,9.945578231292517
15658,2018-01-11,2018-11-30,"354,92",0259BB,323,2719,8.41795665634675
15659,2018-01-12,2018-12-31,"356,52",0259BB,353,2735,7.747875354107649
15660,2019-01-01,2019-01-31,"344,66",0259BB,30,2772,92.4
15661,2019-01-02,2019-02-28,"310,66",0259BB,57,2488,43.64912280701754
15662,2019-01-03,2019-03-31,"346,21",0259BB,87,2781,31.96551724137931
15663,2019-01-04,2019-04-30,"355,40",0259BB,116,2849,24.560344827586206
15664,2019-01-05,2019-05-31,"364,69",0259BB,146,2932,20.08219178082192
15665,2019-01-06,2019-06-30,"406,02",0259BB,175,3270,18.685714285714287
15666,2019-01-07,2019-07-31,"405,82",0259BB,205,3270,15.951219512195122
15667,2019-01-08,2019-08-31,"409,34",0259BB,235,3299,14.038297872340426
15668,2019-01-09,2019-09-30,"366,68",0259BB,264,2946,11.159090909090908
15669,2019-01-10,2019-10-31,"363,33",0259BB,294,2930,9.965986394557824
15670,2019-01-11,2019-11-30,"337,83",0259BB,323,2712,8.396284829721361
15671,2019-01-12,2019-12-31,"343,79",0259BB,353,2763,7.827195467422096
15672,2020-01-01,2020-01-31,"422,77",0259BB,30,2760,92.0
15673,2020-01-02,2020-02-29,"395,59",0259BB,58,2578,44.44827586206897
15674,2020-01-03,2020-03-31,"432,96",0259BB,88,2838,32.25
15675,2020-01-04,2020-04-30,"436,50",0259BB,117,2895,24.743589743589745
15676,2020-01-05,2020-05-31,"451,65",0259BB,147,2998,20.39455782312925
15677,2020-01-06,2020-06-30,"459,49",0259BB,176,3080,17.5
15678,2020-01-07,2020-07-31,"480,08",0259BB,206,3224,15.650485436893204
15679,2020-01-08,2020-08-31,"485,44",0259BB,236,3268,13.847457627118644
15680,2020-01-09,2020-09-30,"448,77",0259BB,265,2994,11.29811320754717
15681,2020-01-10,2020-10-31,"440,93",0259BB,295,2917,9.888135593220339
15682,2020-01-11,2020-11-30,"380,72",0259BB,324,2756,8.506172839506172
15683,2018-01-01,2018-01-31,"106,38",0259BR,30,1045,34.833333333333336
15684,2018-01-02,2018-02-28,"149,60",0259BR,57,1451,25.45614035087719
15685,2018-01-03,2018-03-31,"181,41",0259BR,87,1731,19.896551724137932
15686,2018-01-04,2018-04-30,"159,34",0259BR,116,1547,13.336206896551724
15687,2018-01-05,2018-05-31,"165,13",0259BR,146,1611,11.034246575342467
15688,2018-01-06,2018-06-30,"184,15",0259BR,175,1713,9.788571428571428
15689,2018-01-07,2018-07-31,"167,68",0259BR,205,1628,7.941463414634146
15690,2018-01-08,2018-08-31,"181,81",0259BR,235,1760,7.48936170212766
15691,2018-01-09,2018-09-30,"165,93",0259BR,264,1611,6.1022727272727275
15692,2018-01-10,2018-10-31,"171,77",0259BR,294,1684,5.727891156462585
15693,2018-01-11,2018-11-30,"193,89",0259BR,323,1889,5.848297213622291
15694,2018-01-12,2018-12-31,"177,13",0259BR,353,1679,4.756373937677054
15695,2019-01-01,2019-01-31,"226,57",0259BR,30,1998,66.6
15696,2019-01-02,2019-02-28,"226,56",0259BR,57,1977,34.68421052631579
15697,2019-01-03,2019-03-31,"126,98",0259BR,87,1110,12.758620689655173
15698,2019-01-04,2019-04-30,"223,09",0259BR,116,1945,16.767241379310345
15699,2019-01-05,2019-05-31,"180,45",0259BR,146,1439,9.856164383561644
15700,2019-01-06,2019-06-30,"171,29",0259BR,175,1483,8.474285714285715
15701,2019-01-07,2019-07-31,"233,02",0259BR,205,2044,9.970731707317073
15702,2019-01-08,2019-08-31,"228,05",0259BR,235,2011,8.557446808510639
15703,2019-01-09,2019-09-30,"196,65",0259BR,264,1713,6.488636363636363
15704,2019-01-10,2019-10-31,"239,87",0259BR,294,2084,7.08843537414966
15705,2019-01-11,2019-11-30,"199,53",0259BR,323,1758,5.442724458204334
15706,2019-01-12,2019-12-31,"260,31",0259BR,353,2223,6.2974504249291785
15707,2020-01-01,2020-01-31,"204,70",0259BR,30,1780,59.333333333333336
15708,2020-01-02,2020-02-29,"193,63",0259BR,58,1700,29.310344827586206
15709,2020-01-03,2020-03-31,"203,76",0259BR,88,1708,19.40909090909091
15710,2020-01-04,2020-04-30,"239,19",0259BR,117,2089,17.854700854700855
15711,2020-01-05,2020-05-31,"187,56",0259BR,147,1654,11.251700680272108
15712,2020-01-06,2020-06-30,"210,08",0259BR,176,1874,10.647727272727273
15713,2020-01-07,2020-07-31,"231,74",0259BR,206,2071,10.053398058252426
15714,2020-01-08,2020-08-31,"219,54",0259BR,236,1948,8.254237288135593
15715,2020-01-09,2020-09-30,"238,09",0259BR,265,2107,7.950943396226415
15716,2020-01-10,2020-10-31,"185,14",0259BR,295,1653,5.603389830508474
15717,2015-01-02,2018-11-30,"1 367,28",0260BB,1428,9178,6.427170868347339
15718,2019-01-02,2019-02-28,"104,11",0260BB,57,97,1.7017543859649122
15719,2019-01-03,2019-03-31,"116,11",0260BB,87,1073,12.333333333333334
15720,2019-01-04,2019-04-30,"99,81",0260BB,116,84,0.7241379310344828
15721,2019-01-05,2019-05-31,"108,64",0260BB,146,92,0.6301369863013698
15722,2019-01-06,2019-06-30,"93,99",0260BB,175,82,0.4685714285714286
15723,2019-01-07,2019-07-31,"93,31",0260BB,205,74,0.36097560975609755
15724,2019-01-08,2019-08-31,"59,01",0260BB,235,34,0.14468085106382977
15725,2019-01-09,2019-09-30,"90,19",0260BB,264,77,0.2916666666666667
15726,2019-01-10,2019-10-31,"98,54",0260BB,294,87,0.29591836734693877
15727,2019-01-11,2019-11-30,"79,57",0260BB,323,94,0.29102167182662536
15728,2019-01-12,2019-12-31,"110,72",0260BB,353,1007,2.8526912181303117
15729,2020-01-01,2020-01-31,"134,84",0260BB,30,1023,34.1
15730,2020-01-02,2020-02-29,"128,48",0260BB,58,91,1.5689655172413792
15731,2020-01-03,2020-03-31,"118,93",0260BB,88,80,0.9090909090909091
15732,2020-01-04,2020-04-30,"125,86",0260BB,117,91,0.7777777777777778
15733,2020-01-05,2020-05-31,"191,80",0260BB,147,1032,7.020408163265306
15734,2020-01-06,2020-06-30,"142,94",0260BB,176,1107,6.2897727272727275
15735,2020-01-07,2020-07-31,"260,24",0260BB,206,1148,5.572815533980583
15736,2020-01-08,2020-08-31,"148,01",0260BB,236,1156,4.898305084745763
15737,2020-01-09,2020-09-30,"140,32",0260BB,265,1082,4.083018867924529
15738,2020-01-10,2020-10-31,"142,53",0260BB,295,1104,3.7423728813559323
15739,2020-01-11,2020-11-30,"111,28",0260BB,324,1086,3.3518518518518516
15740,2017-01-10,2018-12-31,"3 659,14",0260BR,720,0,0.0
15741,2019-01-01,2019-01-31,"246,86",0260BR,30,1781,59.36666666666667
15742,2019-01-02,2019-02-28,"212,67",0260BR,57,1605,28.157894736842106
15743,2019-01-03,2019-03-31,"203,26",0260BR,87,1665,19.137931034482758
15744,2019-01-04,2019-04-30,"217,52",0260BR,116,1818,15.672413793103448
15745,2019-01-05,2019-05-31,"210,68",0260BR,146,1753,12.006849315068493
15746,2019-01-06,2019-06-30,"174,46",0260BR,175,1460,8.342857142857143
15747,2019-01-07,2019-07-31,"155,11",0260BR,205,1361,6.639024390243902
15748,2019-01-08,2019-08-31,"175,98",0260BR,235,1476,6.280851063829787
15749,2019-01-09,2019-09-30,"176,80",0260BR,264,1221,4.625
15750,2019-01-10,2019-10-31,"164,74",0260BR,294,1329,4.520408163265306
15751,2019-01-11,2019-11-30,"152,32",0260BR,323,1244,3.8513931888544892
15752,2019-01-12,2019-12-31,"165,65",0260BR,353,1354,3.8356940509915014
15753,2020-01-01,2020-01-31,"152,33",0260BR,30,1316,43.86666666666667
15754,2020-01-02,2020-02-29,"146,30",0260BR,58,1191,20.53448275862069
15755,2020-01-03,2020-03-31,"155,43",0260BR,88,1361,15.465909090909092
15756,2020-01-04,2020-04-30,"143,76",0260BR,117,1283,10.965811965811966
15757,2020-01-05,2020-05-31,"150,73",0260BR,147,1374,9.346938775510203
15758,2020-01-06,2020-06-30,"146,36",0260BR,176,1273,7.232954545454546
15759,2020-01-07,2020-07-31,"158,54",0260BR,206,1363,6.616504854368932
15760,2020-01-08,2020-08-31,"161,81",0260BR,236,1392,5.898305084745763
15761,2020-01-09,2020-09-30,"155,51",0260BR,265,1386,5.230188679245283
15762,2020-01-10,2020-10-31,"146,44",0260BR,295,1282,4.345762711864407
15763,2020-01-11,2020-11-30,"154,99",0260BR,324,1283,3.9598765432098766
15764,2018-01-01,2018-01-31,"223,10",0260KO,30,1787,59.56666666666667
15765,2018-01-02,2018-02-28,"208,65",0260KO,57,1667,29.24561403508772
15766,2018-01-03,2018-03-31,"223,59",0260KO,87,1791,20.586206896551722
15767,2018-01-04,2018-04-30,"210,45",0260KO,116,1682,14.5
15768,2018-01-05,2018-05-31,"219,97",0260KO,146,1761,12.061643835616438
15769,2018-01-06,2018-06-30,"216,48",0260KO,175,1732,9.897142857142857
15770,2018-01-07,2018-07-31,"226,00",0260KO,205,1810,8.829268292682928
15771,2018-01-08,2018-08-31,"228,65",0260KO,235,1832,7.7957446808510635
15772,2018-01-09,2018-09-30,"214,08",0260KO,264,1700,6.4393939393939394
15773,2018-01-10,2018-10-31,"217,96",0260KO,294,1732,5.891156462585034
15774,2018-01-11,2018-11-30,"212,99",0260KO,323,1691,5.235294117647059
15775,2018-01-12,2018-12-31,"226,58",0260KO,353,1803,5.1076487252124645
15776,2019-01-01,2019-01-31,"254,55",0260KO,30,1846,61.53333333333333
15777,2019-01-02,2019-02-28,"222,35",0260KO,57,1605,28.157894736842106
15778,2019-01-03,2019-03-31,"239,45",0260KO,87,1733,19.919540229885058
15779,2019-01-04,2019-04-30,"231,84",0260KO,116,1676,14.448275862068966
15780,2019-01-05,2019-05-31,"239,32",0260KO,146,1732,11.863013698630137
15781,2019-01-06,2019-06-30,"245,73",0260KO,175,1780,10.17142857142857
15782,2019-01-07,2019-07-31,"249,88",0260KO,205,1811,8.834146341463414
15783,2019-01-08,2019-08-31,"251,75",0260KO,235,1825,7.76595744680851
15784,2019-01-09,2019-09-30,"231,71",0260KO,264,1675,6.34469696969697
15785,2019-01-10,2019-10-31,"223,02",0260KO,294,1610,5.476190476190476
15786,2019-01-11,2019-11-30,"211,26",0260KO,323,1522,4.712074303405573
15787,2019-01-12,2019-12-31,"217,01",0260KO,353,1565,4.43342776203966
15788,2020-01-01,2020-01-31,"216,30",0260KO,30,1566,52.2
15789,2020-01-02,2020-02-29,"202,79",0260KO,58,1464,25.24137931034483
15790,2020-01-03,2020-03-31,"222,66",0260KO,88,1614,18.34090909090909
15791,2020-01-04,2020-04-30,"216,44",0260KO,117,1567,13.393162393162394
15792,2020-01-05,2020-05-31,"222,27",0260KO,147,1611,10.959183673469388
15793,2020-01-06,2020-06-30,"218,69",0260KO,176,1584,9.0
15794,2020-01-07,2020-07-31,"243,33",0260KO,206,1770,8.592233009708737
15795,2020-01-08,2020-08-31,"258,83",0260KO,236,1887,7.995762711864407
15796,2020-01-09,2020-09-30,"255,52",0260KO,265,1862,7.026415094339622
15797,2020-01-10,2020-10-31,"262,54",0260KO,295,1915,6.491525423728813
15798,2020-01-11,2020-11-30,"249,82",0260KO,324,1819,5.614197530864198
15799,2018-01-01,2018-12-31,"245,45",0261BB,364,64,0.17582417582417584
15800,2019-01-01,2019-12-31,"242,19",0261BB,364,64,0.17582417582417584
15801,2018-01-01,2018-01-31,"320,54",0261BR,30,2745,91.5
15802,2018-01-02,2018-02-28,"261,22",0261BR,57,2237,39.24561403508772
15803,2018-01-03,2018-03-31,"290,29",0261BR,87,2486,28.57471264367816
15804,2018-01-04,2018-04-30,"314,46",0261BR,116,2693,23.21551724137931
15805,2018-01-05,2018-05-31,"307,92",0261BR,146,2637,18.061643835616437
15806,2018-01-06,2018-06-30,"296,71",0261BR,175,2541,14.52
15807,2018-01-07,2018-07-31,"326,92",0261BR,205,2798,13.648780487804878
15808,2018-01-08,2018-08-31,"321,55",0261BR,235,2752,11.71063829787234
15809,2018-01-09,2018-09-30,"281,84",0261BR,264,2396,9.075757575757576
15810,2018-01-10,2018-10-31,"334,53",0261BR,294,2844,9.673469387755102
15811,2018-01-11,2018-11-30,"300,42",0261BR,323,2554,7.9071207430340555
15812,2018-01-12,2018-12-31,"307,71",0261BR,353,2616,7.410764872521247
15813,2019-01-01,2019-01-31,"282,22",0261BR,30,2585,86.16666666666667
15814,2019-01-02,2019-02-28,"259,18",0261BR,57,2374,41.64912280701754
15815,2019-01-03,2019-03-31,"271,52",0261BR,87,2487,28.586206896551722
15816,2019-01-04,2019-04-30,"278,83",0261BR,116,2554,22.017241379310345
15817,2019-01-05,2019-05-31,"294,88",0261BR,146,2701,18.5
15818,2019-01-06,2019-06-30,"204,70",0261BR,175,1875,10.714285714285714
15819,2019-01-07,2019-07-31,"397,83",0261BR,205,3644,17.775609756097563
15820,2019-01-08,2019-08-31,"273,27",0261BR,235,2503,10.651063829787233
15821,2019-01-09,2019-09-30,"286,15",0261BR,264,2621,9.928030303030303
15822,2019-01-10,2019-10-31,"326,43",0261BR,294,2990,10.170068027210885
15823,2019-01-11,2019-11-30,"272,28",0261BR,323,2494,7.7213622291021675
15824,2019-01-12,2019-12-31,"208,52",0261BR,353,1910,5.410764872521247
15825,2020-01-01,2020-01-31,"363,54",0261BR,30,2821,94.03333333333333
15826,2020-01-02,2020-02-29,"326,94",0261BR,58,2537,43.741379310344826
15827,2020-01-03,2020-03-31,"324,98",0261BR,88,2534,28.795454545454547
15828,2020-01-04,2020-04-30,"358,07",0261BR,117,2792,23.863247863247864
15829,2020-01-05,2020-05-31,"362,00",0261BR,147,2827,19.231292517006803
15830,2020-01-06,2020-06-30,"390,42",0261BR,176,3049,17.323863636363637
15831,2020-01-07,2020-07-31,"342,41",0261BR,206,2674,12.980582524271844
15832,2020-01-08,2020-08-31,"397,98",0261BR,236,3108,13.169491525423728
15833,2020-01-09,2020-09-30,"386,07",0261BR,265,3015,11.377358490566039
15834,2020-01-10,2020-10-31,"352,65",0261BR,295,2754,9.335593220338984
15835,2020-01-11,2020-11-30,"360,20",0261BR,324,2813,8.682098765432098
15836,2018-01-01,2018-01-31,"271,29",0261KO,30,2177,72.56666666666666
15837,2018-01-02,2018-02-28,"248,40",0261KO,57,1987,34.85964912280702
15838,2018-01-03,2018-03-31,"270,93",0261KO,87,2174,24.988505747126435
15839,2018-01-04,2018-04-30,"265,87",0261KO,116,2132,18.379310344827587
15840,2018-01-05,2018-05-31,"276,72",0261KO,146,2222,15.219178082191782
15841,2018-01-06,2018-06-30,"267,56",0261KO,175,2146,12.262857142857143
15842,2018-01-07,2018-07-31,"277,71",0261KO,205,2229,10.873170731707317
15843,2018-01-08,2018-08-31,"280,97",0261KO,235,2256,9.6
15844,2018-01-09,2018-09-30,"263,94",0261KO,264,2101,7.958333333333333
15845,2018-01-10,2018-10-31,"242,46",0261KO,294,1924,6.54421768707483
15846,2018-01-11,2018-11-30,"252,90",0261KO,323,2010,6.222910216718266
15847,2018-01-12,2018-12-31,"302,16",0261KO,353,2416,6.8441926345609065
15848,2019-01-01,2019-01-31,"330,46",0261KO,30,2405,80.16666666666667
15849,2019-01-02,2019-02-28,"300,40",0261KO,57,2180,38.24561403508772
15850,2019-01-03,2019-03-31,"332,07",0261KO,87,2417,27.7816091954023
15851,2019-01-04,2019-04-30,"320,31",0261KO,116,2329,20.07758620689655
15852,2019-01-05,2019-05-31,"326,99",0261KO,146,2379,16.294520547945204
15853,2019-01-06,2019-06-30,"326,72",0261KO,175,2377,13.582857142857144
15854,2019-01-07,2019-07-31,"345,03",0261KO,205,2514,12.263414634146342
15855,2019-01-08,2019-08-31,"346,90",0261KO,235,2528,10.757446808510638
15856,2019-01-09,2019-09-30,"332,87",0261KO,264,2423,9.178030303030303
15857,2019-01-10,2019-10-31,"343,16",0261KO,294,2500,8.503401360544217
15858,2019-01-11,2019-11-30,"331,00",0261KO,323,2409,7.458204334365325
15859,2019-01-12,2019-12-31,"341,15",0261KO,353,2485,7.039660056657223
15860,2020-01-01,2020-01-31,"340,34",0261KO,30,2492,83.06666666666666
15861,2020-01-02,2020-02-29,"328,28",0261KO,58,2401,41.39655172413793
15862,2020-01-03,2020-03-31,"355,17",0261KO,88,2604,29.59090909090909
15863,2020-01-04,2020-04-30,"357,95",0261KO,117,2625,22.435897435897434
15864,2020-01-05,2020-05-31,"368,68",0261KO,147,2706,18.408163265306122
15865,2020-01-06,2020-06-30,"358,22",0261KO,176,2627,14.926136363636363
15866,2020-01-07,2020-07-31,"376,24",0261KO,206,2763,13.412621359223301
15867,2020-01-08,2020-08-31,"383,65",0261KO,236,2819,11.944915254237289
15868,2020-01-09,2020-09-30,"367,49",0261KO,265,2697,10.177358490566037
15869,2020-01-10,2020-10-31,"380,87",0261KO,295,2798,9.484745762711864
15870,2020-01-11,2020-11-30,"354,63",0261KO,324,2677,8.262345679012345
15871,2018-01-01,2018-12-31,"1 893,45",0262BB,364,0,0.0
15872,2019-01-01,2019-01-31,"176,59",0262BB,30,1260,42.0
15873,2019-01-02,2019-02-28,"149,79",0262BB,57,1152,20.210526315789473
15874,2019-01-03,2019-03-31,"163,05",0262BB,87,1262,14.505747126436782
15875,2019-01-04,2019-04-30,"158,90",0262BB,116,1228,10.586206896551724
15876,2019-01-05,2019-05-31,"164,78",0262BB,146,1277,8.746575342465754
15877,2019-01-06,2019-06-30,"176,61",0262BB,175,1376,7.862857142857143
15878,2019-01-07,2019-07-31,"188,69",0262BB,205,1480,7.219512195121951
15879,2019-01-08,2019-08-31,"178,30",0262BB,235,1386,5.897872340425532
15880,2019-01-09,2019-09-30,"158,24",0262BB,264,1221,4.625
15881,2019-01-10,2019-10-31,"162,12",0262BB,294,1254,4.26530612244898
15882,2019-01-11,2019-11-30,"155,31",0262BB,323,1198,3.708978328173375
15883,2019-01-12,2019-12-31,"159,54",0262BB,353,1233,3.492917847025496
15884,2020-01-01,2020-01-31,"182,61",0262BB,30,1231,41.03333333333333
15885,2020-01-02,2020-02-29,"172,25",0262BB,58,1156,19.93103448275862
15886,2020-01-03,2020-03-31,"183,74",0262BB,88,1238,14.068181818181818
15887,2020-01-04,2020-04-30,"178,67",0262BB,117,1205,10.2991452991453
15888,2020-01-05,2020-05-31,"185,12",0262BB,147,1252,8.517006802721088
15889,2020-01-06,2020-06-30,"182,55",0262BB,176,1233,7.005681818181818
15890,2020-01-07,2020-07-31,"190,90",0262BB,206,1291,6.266990291262136
15891,2020-01-08,2020-08-31,"192,60",0262BB,236,1302,5.516949152542373
15892,2020-01-09,2020-09-30,"182,53",0262BB,265,1232,4.649056603773585
15893,2020-01-10,2020-10-31,"186,45",0262BB,295,1262,4.277966101694915
15894,2020-01-11,2020-11-30,"167,41",0262BB,324,1212,3.740740740740741
15895,2018-01-01,2018-05-21,"652,76",0262BR,140,5313,37.95
15896,2018-05-22,2018-12-31,"1 085,61",0262BR,223,8887,39.85201793721973
15897,2019-01-01,2019-12-31,"1 743,24",0262BR,364,0,0.0
15898,2018-01-01,2018-01-31,"293,83",0262KO,30,2374,79.13333333333334
15899,2018-01-02,2018-02-28,"269,49",0262KO,57,2172,38.10526315789474
